lgcode,new_firms_total,log_new_firms_total,first_founded_year_observed,last_founded_year_observed,n_entry_years_observed,new_firms_1980,new_firms_1983,new_firms_1984,new_firms_1986,new_firms_1987,new_firms_1988,new_firms_1989,new_firms_1990,new_firms_1991,new_firms_1992,new_firms_1993,new_firms_1994,new_firms_1995,new_firms_1996,new_firms_1997,new_firms_1998,new_firms_1999,new_firms_2000,new_firms_2001,new_firms_2002,new_firms_2003,new_firms_2004,new_firms_2005,new_firms_2006,new_firms_2007,new_firms_2008,new_firms_2009,new_firms_2010,new_firms_2011,new_firms_2012,new_firms_2013,new_firms_2014,new_firms_2015,new_firms_2016,new_firms_2017,new_firms_2018,new_firms_1981,new_firms_1982,new_firms_1985,new_firms_1990_1999,new_firms_2000_2009,new_firms_2010_2014,new_firms_2015_2018,new_firms_pre_1990,share_new_1990_1999,share_new_2000_2009,share_new_2010_2014,share_new_2015_2018,share_new_pre_1990,new_agriculture,new_manufacturing,new_construction,new_trade_retail,new_transport,new_hospitality,new_finance_prof_info,new_social_services,new_other_services,new_utilities_mining,share_new_agriculture,share_new_manufacturing,share_new_construction,share_new_trade_retail,share_new_transport,share_new_hospitality,share_new_finance_prof_info,share_new_social_services,share_new_other_services,share_new_utilities_mining
40905,678,6.520621127558696,1980,2018,37,1,3,2,4,0,3,1,6,1,2,12,4,3,3,4,11,2,4,6,7,19,6,7,15,13,40,12,16,33,37,66,55,78,83,110,6,0,2,1,48,129,207,277,17,0.07079646017699115,0.1902654867256637,0.3053097345132743,0.4085545722713864,0.025073746312684365,10,70,0,400,1,90,27,41,37,2,0.014749262536873156,0.10324483775811209,0,0.5899705014749262,0.0014749262536873156,0.13274336283185842,0.03982300884955752,0.06047197640117994,0.05457227138643068,0.0029498525073746312
40906,313,5.749392985908253,1983,2018,35,0,2,0,1,1,2,3,1,1,2,4,1,4,3,5,8,3,6,3,3,13,6,5,5,7,23,5,8,17,10,28,16,35,41,39,1,0,0,1,32,76,79,116,10,0.10223642172523961,0.24281150159744408,0.2523961661341853,0.3706070287539936,0.03194888178913738,6,51,1,156,1,37,11,33,16,1,0.019169329073482427,0.16293929712460065,0.003194888178913738,0.4984025559105431,0.003194888178913738,0.1182108626198083,0.03514376996805112,0.10543130990415335,0.051118210862619806,0.003194888178913738
40907,276,5.6240175061873385,1982,2018,32,0,1,0,0,3,5,2,0,0,3,7,3,1,6,5,3,1,4,5,2,6,2,5,6,8,12,13,7,15,12,21,33,20,22,39,2,0,2,0,29,63,88,83,13,0.10507246376811594,0.22826086956521738,0.3188405797101449,0.3007246376811594,0.04710144927536232,4,22,0,174,0,30,7,32,7,0,0.014492753623188406,0.07971014492753623,0,0.6304347826086957,0,0.10869565217391304,0.025362318840579712,0.11594202898550725,0.025362318840579712,0
40908,600,6.398594934535208,1981,2018,36,0,3,2,0,2,6,3,2,1,0,3,3,2,2,4,4,4,3,4,3,10,3,9,13,9,41,19,13,29,32,61,51,69,69,106,11,1,2,1,25,114,186,255,20,0.041666666666666664,0.19,0.31,0.425,0.03333333333333333,12,77,1,342,2,82,19,48,16,1,0.02,0.12833333333333333,0.0016666666666666668,0.57,0.0033333333333333335,0.13666666666666666,0.03166666666666667,0.08,0.02666666666666667,0.0016666666666666668
40909,1383,7.232733136177615,1980,2018,38,1,4,1,3,4,9,5,4,6,1,13,6,7,8,6,22,7,7,24,13,46,14,27,18,22,81,27,27,59,57,170,66,128,162,288,36,0,3,1,80,279,379,614,31,0.05784526391901663,0.2017353579175705,0.2740419378163413,0.44396240057845265,0.022415039768618944,22,149,0,850,1,185,45,71,58,2,0.015907447577729574,0.10773680404916848,0,0.6146059291395517,7.230657989877079e-4,0.13376717281272596,0.03253796095444685,0.05133767172812726,0.04193781634128706,0.0014461315979754157
40910,1055,6.962243464266207,1980,2018,39,2,8,1,1,3,7,3,8,2,2,17,8,8,10,7,24,7,6,11,10,55,14,21,23,21,53,19,28,38,42,84,60,82,117,207,38,1,3,4,93,233,252,444,33,0.0881516587677725,0.22085308056872038,0.23886255924170616,0.4208530805687204,0.031279620853080566,13,129,1,598,2,176,21,76,38,1,0.012322274881516588,0.12227488151658768,9.478672985781991e-4,0.566824644549763,0.0018957345971563982,0.16682464454976303,0.01990521327014218,0.07203791469194312,0.03601895734597156,9.478672985781991e-4
40911,587,6.376726947898627,1980,2018,33,2,4,0,0,0,3,2,3,1,0,4,6,5,4,6,9,4,4,11,8,29,10,6,7,13,19,18,12,25,17,51,38,67,72,112,12,0,0,3,42,125,143,263,14,0.07155025553662692,0.21294718909710392,0.24361158432708688,0.44804088586030666,0.02385008517887564,32,95,0,297,0,91,19,32,20,1,0.054514480408858604,0.16183986371379896,0,0.5059625212947189,0,0.15502555366269166,0.03236797274275979,0.054514480408858604,0.034071550255536626,0.0017035775127768314
41001,684,6.529418838262226,1980,2018,38,1,8,1,0,1,3,6,3,3,3,9,3,10,9,8,22,5,6,2,3,18,8,15,17,16,38,19,21,33,35,40,52,59,61,127,12,3,1,3,75,142,181,259,27,0.10964912280701754,0.20760233918128654,0.2646198830409357,0.3786549707602339,0.039473684210526314,42,88,0,347,4,74,14,65,47,3,0.06140350877192982,0.1286549707602339,0,0.5073099415204678,0.005847953216374269,0.10818713450292397,0.02046783625730994,0.09502923976608187,0.06871345029239766,0.0043859649122807015
41002,810,6.698268054115413,1980,2018,38,1,3,2,3,2,2,6,5,8,5,11,11,17,6,6,14,9,11,16,4,23,18,18,19,15,49,13,28,60,28,56,38,68,96,124,11,3,0,1,92,186,210,299,23,0.11358024691358025,0.22962962962962963,0.25925925925925924,0.3691358024691358,0.028395061728395062,106,103,2,354,3,90,9,83,50,10,0.1308641975308642,0.1271604938271605,0.0024691358024691358,0.43703703703703706,0.003703703703703704,0.1111111111111111,0.011111111111111112,0.10246913580246914,0.06172839506172839,0.012345679012345678
41003,1355,7.212294468500341,1980,2018,39,3,4,1,5,4,1,12,5,6,3,14,9,16,14,17,20,13,20,21,19,45,14,17,24,25,55,39,45,73,66,137,68,152,172,175,34,2,3,2,117,279,389,533,37,0.08634686346863468,0.2059040590405904,0.2870848708487085,0.3933579335793358,0.02730627306273063,63,156,1,708,5,220,48,96,54,4,0.04649446494464945,0.11512915129151291,7.380073800738007e-4,0.522509225092251,0.0036900369003690036,0.16236162361623616,0.035424354243542434,0.07084870848708487,0.03985239852398524,0.002952029520295203
41004,646,6.472346294500901,1980,2018,39,2,6,4,3,1,7,4,6,4,3,14,2,10,10,13,10,6,4,5,8,23,9,8,16,10,44,13,23,31,34,81,34,58,67,62,8,1,1,1,78,140,203,195,30,0.12074303405572756,0.21671826625386997,0.3142414860681115,0.3018575851393189,0.04643962848297214,44,85,2,291,7,92,25,67,27,6,0.06811145510835913,0.13157894736842105,0.0030959752321981426,0.4504643962848297,0.010835913312693499,0.14241486068111456,0.03869969040247678,0.10371517027863777,0.04179566563467492,0.009287925696594427
41005,195,5.278114659230517,1981,2018,33,0,0,1,1,0,3,4,1,1,0,4,1,6,3,3,2,3,2,1,4,12,1,4,4,3,8,9,6,14,12,14,13,8,20,24,1,2,0,0,24,48,59,53,11,0.12307692307692308,0.24615384615384617,0.30256410256410254,0.2717948717948718,0.05641025641025641,7,10,1,102,3,32,5,32,3,0,0.035897435897435895,0.05128205128205128,0.005128205128205128,0.5230769230769231,0.015384615384615385,0.1641025641025641,0.02564102564102564,0.1641025641025641,0.015384615384615385,0
41006,264,5.579729825986222,1982,2018,30,0,0,0,0,1,2,1,0,0,1,2,5,2,0,2,3,2,2,1,4,6,1,2,3,10,12,4,11,14,11,23,20,38,21,54,5,0,1,0,17,45,79,118,5,0.06439393939393939,0.17045454545454544,0.29924242424242425,0.44696969696969696,0.01893939393939394,6,20,0,138,2,52,4,31,9,2,0.022727272727272728,0.07575757575757576,0,0.5227272727272727,0.007575757575757576,0.19696969696969696,0.015151515151515152,0.11742424242424243,0.03409090909090909,0.007575757575757576
41007,530,6.274762021241939,1981,2018,33,0,1,0,1,5,2,0,0,1,0,4,2,3,5,2,3,3,6,2,5,13,1,2,6,17,31,18,14,28,26,76,23,51,38,122,17,1,0,1,23,101,167,228,11,0.04339622641509434,0.19056603773584907,0.3150943396226415,0.43018867924528303,0.020754716981132074,30,74,0,277,5,70,12,36,25,1,0.05660377358490566,0.13962264150943396,0,0.5226415094339623,0.009433962264150943,0.1320754716981132,0.022641509433962263,0.06792452830188679,0.04716981132075472,0.0018867924528301887
41101,2809,7.940939762327791,1980,2018,39,5,7,4,6,8,20,10,3,12,20,34,13,29,24,25,35,28,39,40,37,83,26,71,48,114,137,61,77,182,158,224,192,216,323,431,53,4,4,6,223,656,833,1023,74,0.0793876824492702,0.23353506585973657,0.2965468138127447,0.364186543253827,0.026343894624421504,101,332,11,1511,5,335,103,193,211,7,0.03595585617657529,0.11819152723389106,0.003915984336062656,0.5379138483446066,0.00177999288002848,0.11925952296190816,0.036667853328586686,0.06870772516909933,0.07511569953720185,0.002491990032039872
41102,606,6.408528791059498,1980,2018,37,1,0,0,1,1,8,6,3,3,7,4,10,15,8,23,14,4,11,8,5,21,6,17,17,20,32,11,17,25,32,49,35,47,65,65,7,2,3,3,91,148,158,184,25,0.15016501650165018,0.24422442244224424,0.2607260726072607,0.30363036303630364,0.041254125412541254,42,90,0,298,7,34,15,83,33,4,0.06930693069306931,0.1485148514851485,0,0.49174917491749176,0.01155115511551155,0.056105610561056105,0.024752475247524754,0.13696369636963696,0.054455445544554455,0.006600660066006601
41103,353,5.869296913133774,1980,2018,35,1,4,0,3,1,3,1,0,1,6,11,2,6,3,7,4,5,2,0,1,15,3,11,6,26,19,12,3,19,12,37,22,25,23,38,17,0,3,1,45,95,93,103,17,0.1274787535410765,0.26912181303116145,0.26345609065155806,0.29178470254957506,0.04815864022662889,27,44,0,146,2,25,12,49,20,28,0.0764872521246459,0.12464589235127478,0,0.41359773371104813,0.0056657223796034,0.0708215297450425,0.0339943342776204,0.1388101983002833,0.056657223796033995,0.07932011331444759
41104,223,5.4116460518550396,1981,2018,33,0,2,0,0,1,0,4,0,1,1,2,2,6,1,4,10,4,4,1,5,7,2,2,1,10,10,7,14,18,7,11,14,14,7,45,4,1,1,0,31,49,64,70,9,0.13901345291479822,0.21973094170403587,0.28699551569506726,0.31390134529147984,0.04035874439461883,12,40,0,111,1,16,1,28,4,10,0.053811659192825115,0.17937219730941703,0,0.4977578475336323,0.004484304932735426,0.07174887892376682,0.004484304932735426,0.12556053811659193,0.017937219730941704,0.04484304932735426
41105,827,6.71901315438526,1983,2018,36,0,2,1,4,7,4,1,3,3,1,5,2,5,4,8,11,6,4,9,7,18,8,9,20,14,28,19,16,41,73,56,52,82,94,179,29,0,0,2,48,136,238,384,21,0.05804111245465538,0.16444981862152358,0.2877871825876663,0.46432889963724305,0.02539298669891173,35,96,0,414,1,128,29,71,36,17,0.04232164449818621,0.11608222490931076,0,0.5006045949214026,0.0012091898428053204,0.154776299879081,0.03506650544135429,0.08585247883917775,0.04353083434099154,0.020556227327690448
41106,452,6.115892125483034,1981,2017,32,0,0,1,0,0,2,2,6,1,1,4,7,9,0,6,2,6,0,2,3,3,1,3,5,17,16,16,12,20,14,29,46,49,40,126,0,1,1,1,42,66,121,215,8,0.09292035398230089,0.14601769911504425,0.2676991150442478,0.4756637168141593,0.017699115044247787,46,51,1,246,2,32,5,50,9,10,0.10176991150442478,0.11283185840707964,0.0022123893805309734,0.5442477876106194,0.004424778761061947,0.07079646017699115,0.011061946902654867,0.11061946902654868,0.01991150442477876,0.022123893805309734
41107,1009,6.917705609835305,1981,2018,37,0,4,3,2,2,8,6,0,3,3,14,11,13,6,7,16,9,9,12,6,27,13,12,16,30,45,28,34,50,39,80,67,96,109,209,14,1,1,4,82,198,270,428,31,0.08126858275520317,0.1962338949454906,0.267591674925669,0.4241823587710605,0.030723488602576808,72,143,0,472,7,91,33,119,54,18,0.07135777998017839,0.14172447968285432,0,0.46778989098116946,0.006937561942517344,0.09018830525272548,0.03270564915758176,0.11793855302279485,0.053518334985133795,0.017839444995044598
41108,1091,6.9957661563048505,1980,2018,39,1,7,8,3,1,6,8,4,5,7,9,3,18,13,19,22,10,8,9,18,16,13,15,18,22,30,25,23,53,67,64,67,85,153,216,38,2,2,3,110,174,274,492,41,0.1008249312557287,0.15948670944087992,0.25114573785517874,0.4509624197983501,0.03758020164986251,107,145,0,509,4,115,51,88,57,15,0.09807516040329972,0.13290559120073328,0,0.4665444546287809,0.0036663611365719525,0.10540788267644363,0.04674610449129239,0.08065994500458296,0.05224564619615032,0.013748854262144821
41109,236,5.4680601411351315,1980,2018,33,1,2,1,0,0,3,11,5,2,0,3,1,2,1,1,5,1,0,3,3,8,1,3,3,9,9,5,6,10,9,14,10,20,30,42,8,0,0,4,21,44,49,100,22,0.08898305084745763,0.1864406779661017,0.2076271186440678,0.423728813559322,0.09322033898305085,2,25,0,136,2,26,5,35,2,3,0.00847457627118644,0.1059322033898305,0,0.576271186440678,0.00847457627118644,0.11016949152542373,0.0211864406779661,0.1483050847457627,0.00847457627118644,0.012711864406779662
41110,957,6.86484777797086,1980,2018,38,1,3,3,7,4,11,4,10,7,8,13,7,5,13,19,12,12,17,12,8,24,7,25,22,28,45,19,35,28,42,51,70,94,94,173,15,0,4,5,106,207,226,376,42,0.11076280041797283,0.21630094043887146,0.2361546499477534,0.3928944618599791,0.0438871473354232,128,136,1,405,8,71,22,116,60,10,0.13375130616509928,0.14211076280041798,0.0010449320794148381,0.4231974921630094,0.008359456635318705,0.0741901776384535,0.022988505747126436,0.12121212121212122,0.06269592476489028,0.01044932079414838
50101,259,5.560681631015528,1980,2018,32,1,1,1,0,1,3,0,0,0,1,6,1,5,4,1,1,1,0,1,0,4,3,2,1,7,7,4,5,6,12,19,19,33,32,74,1,1,0,1,20,29,61,140,9,0.07722007722007722,0.11196911196911197,0.23552123552123552,0.5405405405405406,0.03474903474903475,0,8,0,156,1,28,2,37,21,6,0,0.03088803088803089,0,0.6023166023166023,0.003861003861003861,0.10810810810810811,0.007722007722007722,0.14285714285714285,0.08108108108108109,0.023166023166023165
50102,439,6.0867747269123065,1980,2018,32,1,2,0,0,1,4,1,1,0,1,1,2,3,0,1,1,2,0,1,1,6,3,2,4,7,10,9,8,30,24,27,16,47,84,131,6,0,0,2,12,43,105,268,11,0.02733485193621868,0.0979498861047836,0.23917995444191345,0.6104783599088838,0.025056947608200455,1,33,0,292,1,51,12,32,17,0,0.002277904328018223,0.07517084282460136,0,0.6651480637813212,0.002277904328018223,0.11617312072892938,0.02733485193621868,0.07289293849658314,0.0387243735763098,0
50103,260,5.564520407322694,1981,2018,30,0,0,2,1,1,2,0,0,0,0,2,0,2,0,4,1,2,3,1,0,2,1,3,4,10,2,5,5,17,24,22,21,38,35,44,2,1,1,2,11,31,89,119,10,0.04230769230769231,0.11923076923076924,0.3423076923076923,0.4576923076923077,0.038461538461538464,5,14,0,162,3,30,5,30,8,3,0.019230769230769232,0.05384615384615385,0,0.6230769230769231,0.011538461538461539,0.11538461538461539,0.019230769230769232,0.11538461538461539,0.03076923076923077,0.011538461538461539
50201,263,5.575949103146316,1980,2018,27,1,3,0,0,0,5,2,0,2,1,3,0,2,0,0,1,0,1,0,3,4,2,0,6,1,11,11,6,12,24,42,16,24,26,45,8,1,0,0,9,39,100,103,12,0.034220532319391636,0.1482889733840304,0.38022813688212925,0.3916349809885932,0.045627376425855515,21,28,0,114,1,23,1,55,17,3,0.07984790874524715,0.10646387832699619,0,0.43346007604562736,0.0038022813688212928,0.08745247148288973,0.0038022813688212928,0.20912547528517111,0.06463878326996197,0.011406844106463879
50202,210,5.351858133476067,1981,2018,25,0,0,0,0,1,2,3,1,1,0,3,0,1,0,2,1,0,0,3,0,0,0,0,3,4,3,3,3,8,8,29,10,20,30,63,5,2,1,0,9,16,58,118,9,0.04285714285714286,0.0761904761904762,0.2761904761904762,0.5619047619047619,0.04285714285714286,9,19,1,120,0,23,6,21,9,2,0.04285714285714286,0.09047619047619047,0.004761904761904762,0.5714285714285714,0,0.10952380952380952,0.02857142857142857,0.1,0.04285714285714286,0.009523809523809525
50203,436,6.07993319509559,1981,2018,30,0,1,1,0,0,6,1,0,0,0,6,1,1,1,1,3,0,2,1,1,14,3,5,4,6,12,24,10,11,34,39,41,55,75,68,7,2,0,0,13,72,135,205,11,0.02981651376146789,0.1651376146788991,0.30963302752293576,0.4701834862385321,0.02522935779816514,3,63,0,241,0,66,10,32,15,6,0.006880733944954129,0.1444954128440367,0,0.5527522935779816,0,0.15137614678899083,0.022935779816513763,0.07339449541284404,0.034403669724770644,0.013761467889908258
50204,390,5.968707559985366,1981,2018,29,0,0,2,0,0,4,4,0,1,0,0,2,4,2,0,3,2,2,0,1,2,1,2,2,7,20,11,5,16,5,33,29,44,61,114,7,2,2,0,14,48,88,226,14,0.035897435897435895,0.12307692307692308,0.22564102564102564,0.5794871794871795,0.035897435897435895,9,28,0,251,2,55,1,35,9,0,0.023076923076923078,0.07179487179487179,0,0.6435897435897436,0.005128205128205128,0.14102564102564102,0.002564102564102564,0.08974358974358974,0.023076923076923078,0
50205,395,5.981414211254481,1980,2018,28,1,0,0,0,0,1,4,0,1,0,0,3,4,0,1,0,0,1,1,1,9,2,7,4,21,14,15,17,18,36,49,25,67,40,49,1,2,0,1,9,75,145,157,9,0.02278481012658228,0.189873417721519,0.3670886075949367,0.39746835443037976,0.02278481012658228,6,59,0,188,3,83,16,28,10,2,0.015189873417721518,0.14936708860759493,0,0.4759493670886076,0.007594936708860759,0.21012658227848102,0.04050632911392405,0.07088607594936709,0.02531645569620253,0.005063291139240506
50206,349,5.857933154483459,1980,2018,34,1,1,1,0,0,3,4,2,0,1,5,2,2,1,3,3,1,3,2,1,11,2,3,10,12,26,14,10,8,23,29,21,39,39,60,4,0,0,2,20,84,91,142,12,0.05730659025787966,0.24068767908309455,0.2607449856733524,0.4068767908309456,0.034383954154727794,5,44,0,184,1,57,7,36,14,1,0.014326647564469915,0.12607449856733524,0,0.5272206303724928,0.0028653295128939827,0.16332378223495703,0.02005730659025788,0.10315186246418338,0.04011461318051576,0.0028653295128939827
50207,1109,7.01211529430638,1981,2018,36,0,5,1,2,0,8,11,2,1,4,12,0,8,1,4,10,6,7,26,10,38,9,16,15,23,54,38,27,60,55,135,78,112,119,180,23,4,1,4,48,236,355,434,36,0.04328223624887286,0.21280432822362488,0.3201082055906222,0.3913435527502254,0.032461677186654644,10,161,2,530,3,204,43,89,67,0,0.009017132551848512,0.14517583408476104,0.0018034265103697023,0.47790802524797116,0.002705139765554554,0.18394950405770966,0.0387736699729486,0.08025247971145176,0.060414788097385035,0
50208,542,6.297109319933935,1981,2018,30,0,1,0,0,0,7,8,0,2,1,3,4,4,0,4,0,1,1,5,5,5,0,4,2,11,18,16,18,24,31,43,41,61,83,130,6,1,2,0,19,67,157,280,19,0.03505535055350553,0.12361623616236163,0.2896678966789668,0.5166051660516605,0.03505535055350553,5,72,0,272,3,75,15,76,24,0,0.00922509225092251,0.13284132841328414,0,0.5018450184501845,0.005535055350553505,0.13837638376383765,0.027675276752767528,0.14022140221402213,0.04428044280442804,0
50209,845,6.740519359606223,1981,2018,35,0,3,1,1,0,8,3,3,5,0,6,5,10,5,8,7,10,5,13,7,12,2,11,13,15,36,25,17,38,56,64,48,75,131,192,5,2,0,3,59,139,223,403,21,0.06982248520710059,0.16449704142011834,0.263905325443787,0.47692307692307695,0.02485207100591716,19,154,0,434,2,129,23,50,33,1,0.022485207100591716,0.18224852071005918,0,0.5136094674556213,0.002366863905325444,0.15266272189349112,0.027218934911242602,0.05917159763313609,0.03905325443786982,0.001183431952662722
50210,290,5.673323267171493,1981,2018,32,0,0,1,0,0,5,4,0,3,1,4,0,4,1,1,8,1,0,1,1,8,2,1,3,2,10,2,7,12,21,37,27,39,29,51,1,1,1,1,23,30,104,120,13,0.07931034482758621,0.10344827586206896,0.3586206896551724,0.41379310344827586,0.04482758620689655,0,81,1,162,1,12,0,26,7,0,0,0.2793103448275862,0.0034482758620689655,0.5586206896551724,0.0034482758620689655,0.041379310344827586,0,0.0896551724137931,0.02413793103448276,0
50301,427,6.059123195581797,1981,2018,35,0,1,0,0,4,8,7,2,1,2,2,1,5,6,3,4,2,1,1,3,6,8,10,7,11,25,18,12,11,11,29,22,44,53,100,4,1,0,2,28,90,85,201,23,0.06557377049180328,0.2107728337236534,0.1990632318501171,0.4707259953161593,0.053864168618266976,39,45,1,209,6,40,5,52,17,13,0.09133489461358314,0.1053864168618267,0.00234192037470726,0.4894613583138173,0.01405152224824356,0.0936768149882904,0.0117096018735363,0.12177985948477751,0.03981264637002342,0.03044496487119438
50302,609,6.413458957167357,1980,2018,33,1,1,1,0,0,6,2,0,0,2,1,2,9,9,2,11,2,6,5,8,20,6,9,9,16,25,19,18,29,34,47,33,78,73,113,10,2,0,0,38,123,161,274,13,0.06239737274220033,0.2019704433497537,0.26436781609195403,0.44991789819376027,0.021346469622331693,50,48,0,371,2,52,6,54,21,5,0.08210180623973727,0.07881773399014778,0,0.6091954022988506,0.003284072249589491,0.08538587848932677,0.009852216748768473,0.08866995073891626,0.034482758620689655,0.008210180623973728
50303,556,6.322565239927284,1981,2018,37,0,2,1,0,1,5,7,2,2,3,2,1,5,6,3,10,9,2,12,5,26,10,13,15,17,32,23,22,27,12,58,34,69,65,50,2,1,1,1,43,155,153,186,19,0.07733812949640288,0.2787769784172662,0.2751798561151079,0.3345323741007194,0.0341726618705036,57,58,4,275,3,47,20,59,29,4,0.10251798561151079,0.10431654676258993,0.007194244604316547,0.49460431654676257,0.00539568345323741,0.08453237410071943,0.03597122302158273,0.10611510791366907,0.052158273381294966,0.007194244604316547
50304,1223,7.1098794630722715,1982,2018,37,0,5,1,2,6,11,5,3,2,4,12,10,20,7,15,18,8,9,20,11,35,13,13,28,26,90,34,37,53,51,117,75,120,156,191,12,0,2,1,99,279,333,479,33,0.08094848732624693,0.22812755519215044,0.2722812755519215,0.39165985282093213,0.02698282910874898,56,122,0,606,4,172,50,79,120,14,0.04578904333605887,0.09975470155355683,0,0.49550286181520853,0.003270645952575634,0.14063777596075225,0.04088307440719542,0.06459525756336877,0.09811937857726902,0.011447260834014717
50305,793,6.677083461247136,1980,2018,36,1,1,1,0,1,2,6,1,0,5,11,5,8,3,5,20,5,5,16,7,19,4,8,13,20,29,20,25,24,36,82,56,74,94,169,13,0,3,1,63,141,223,350,16,0.07944514501891552,0.17780580075662042,0.2812105926860025,0.44136191677175285,0.0201765447667087,59,96,1,422,2,85,13,77,28,10,0.07440100882723834,0.1210592686002522,0.0012610340479192938,0.532156368221942,0.0025220680958385876,0.10718789407313997,0.01639344262295082,0.09709962168978563,0.03530895334174023,0.012610340479192938
50306,411,6.021023349349527,1980,2018,34,1,2,0,0,0,4,4,0,2,5,4,2,5,4,6,5,1,2,4,2,19,8,6,4,11,19,11,10,30,13,23,33,46,49,67,6,1,2,0,34,86,109,168,14,0.0827250608272506,0.20924574209245742,0.26520681265206814,0.40875912408759124,0.0340632603406326,30,39,0,204,5,61,18,32,18,4,0.072992700729927,0.0948905109489051,0,0.49635036496350365,0.012165450121654502,0.14841849148418493,0.043795620437956206,0.07785888077858881,0.043795620437956206,0.009732360097323601
50307,421,6.045005314036012,1980,2018,37,1,0,1,1,1,5,6,0,5,4,9,9,7,1,10,9,5,4,11,9,17,11,5,9,15,13,9,9,18,20,24,27,33,40,66,2,1,1,3,59,103,98,141,20,0.14014251781472684,0.24465558194774348,0.2327790973871734,0.334916864608076,0.047505938242280284,29,52,8,186,2,50,24,31,31,8,0.0688836104513064,0.12351543942992874,0.019002375296912115,0.4418052256532066,0.004750593824228029,0.1187648456057007,0.057007125890736345,0.07363420427553444,0.07363420427553444,0.019002375296912115
50308,537,6.2878585601617845,1981,2018,37,0,2,1,0,1,4,6,1,3,3,4,4,10,4,9,5,16,9,2,3,5,5,6,5,12,17,17,13,19,30,55,47,45,75,81,10,2,3,3,59,81,164,211,22,0.10986964618249534,0.15083798882681565,0.3054003724394786,0.3929236499068901,0.040968342644320296,60,80,0,256,1,47,10,47,23,13,0.11173184357541899,0.148975791433892,0,0.4767225325884544,0.00186219739292365,0.08752327746741155,0.0186219739292365,0.08752327746741155,0.04283054003724395,0.024208566108007448
50309,500,6.2166061010848646,1981,2018,35,0,1,0,0,0,2,3,1,1,2,3,1,14,7,9,11,2,4,8,5,8,1,2,11,16,27,13,15,14,30,42,37,49,57,95,6,1,1,1,51,95,138,207,9,0.102,0.19,0.276,0.414,0.018,57,57,0,244,2,70,14,31,18,7,0.114,0.114,0,0.488,0.004,0.14,0.028,0.062,0.036,0.014
50401,489,6.194405391104672,1983,2018,34,0,4,0,3,1,13,7,1,5,7,11,7,11,4,8,10,7,5,6,2,19,5,12,10,14,26,13,28,27,24,35,28,42,48,42,4,0,0,0,71,112,142,136,28,0.14519427402862986,0.22903885480572597,0.2903885480572597,0.278118609406953,0.05725971370143149,55,42,1,192,5,40,7,77,66,4,0.11247443762781185,0.08588957055214724,0.002044989775051125,0.39263803680981596,0.010224948875255624,0.081799591002045,0.014314928425357873,0.1574642126789366,0.13496932515337423,0.0081799591002045
