hhid,year,any_shock,n_shocks,total_loss_rs,mean_loss_per_shock_rs,health_shock_any,death_shock_any,natural_disaster_shock_any,agricultural_shock_any,economic_shock_any,other_shock_any,any_coping_reported,cope_self_insurance_any,cope_credit_or_asset_any,cope_external_support_any,cope_savings_any,cope_borrow_any,cope_sell_assets_any,cope_family_community_any,cope_public_private_aid_any,cope_migration_remittance_any,main_coping_savings_consumption,main_coping_borrow,main_coping_sell_assets,main_coping_external_support,severe_loss_any,multiple_shocks
3718,2016,1,1,6000,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3719,2017,1,1,150000,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3719,2018,1,1,150000,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3720,2016,1,1,100000,100000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3721,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3722,2018,1,1,20000,20000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,2016,1,1,5000,5000,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3725,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3726,2016,1,2,65000,32500,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
3726,2018,1,1,100000,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3727,2017,1,1,4000,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3729,2016,1,2,4500,2250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3729,2017,1,1,17000,17000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3731,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3731,2017,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3732,2017,1,2,14600,7300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3733,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,2018,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3735,2017,1,2,11000,5500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3736,2016,1,1,450000,450000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3737,2016,1,1,30000,30000,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3738,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3739,2016,1,3,77000,25666.666666666668,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
3739,2017,1,2,85000,42500,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
3739,2018,1,2,35000,17500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3740,2017,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,2016,1,2,10000,5000,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
3743,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,2016,1,5,103500,20700,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
3745,2016,1,2,8000,4000,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3746,2017,1,2,32000,16000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3746,2018,1,1,200000,200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3747,2016,1,3,11000,3666.6666666666665,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
3748,2016,1,1,600,600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,2016,1,1,60000,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3749,2018,1,1,35000,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3750,2016,1,2,13000,6500,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3751,2016,1,3,17500,5833.333333333333,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3751,2018,1,1,10000,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,2016,1,1,250000,250000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
3754,2017,1,1,12000,12000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3755,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,2018,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3756,2017,1,1,15000,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3756,2018,1,1,2200,2200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3757,2016,1,1,10000,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,2016,1,1,15000,15000,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3758,2018,1,1,35000,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3759,2016,1,1,1200,1200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,2017,1,1,3000,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,2018,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3760,2016,1,1,8000,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3761,2018,1,1,3000,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3762,2016,1,1,25000,25000,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3763,2016,1,1,18000,18000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3764,2016,1,3,26000,8666.666666666666,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
3764,2017,1,1,70000,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3764,2018,1,1,10000,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,2016,1,3,35000,11666.666666666666,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3766,2016,1,2,420000,210000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
3766,2018,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3767,2016,1,3,619000,206333.33333333334,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1
3768,2016,1,2,3000,1500,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3768,2017,1,1,46000,46000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3769,2016,1,3,154000,51333.333333333336,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3770,2016,1,1,15000,15000,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
3770,2018,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3771,2017,1,2,32000,16000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3772,2016,1,2,50000,25000,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
3773,2017,1,1,175580,175580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3774,2016,1,1,500000,500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3775,2016,1,1,100000,100000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3776,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,2016,1,1,100000,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3777,2017,1,2,20820,10410,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
3777,2018,1,1,40000,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3778,2016,1,2,35000,17500,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
3780,2016,1,6,29900,4983.333333333333,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
3780,2017,1,2,45000,22500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3780,2018,1,1,127000,127000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3781,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3782,2016,1,1,5500,5500,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3782,2018,1,1,17000,17000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3783,2016,1,1,11000,11000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3783,2017,1,1,15500,15500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3784,2016,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,2017,1,1,9000,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3785,2016,1,1,500000,500000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3785,2018,1,1,65000,65000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3786,2016,1,2,1010000,505000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
3787,2016,1,2,223000,111500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3787,2018,1,1,6000,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,2016,1,1,13000,13000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3790,2016,1,1,2000,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3791,2017,1,3,18400,6133.333333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3792,2016,1,2,35000,17500,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3794,2017,1,3,138000,46000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3794,2018,1,2,90000,45000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3795,2016,1,5,71400,14280,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
3795,2017,1,1,14000,14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3796,2016,1,3,33000,11000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3796,2017,1,1,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3796,2018,1,1,30000,30000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
3797,2016,1,4,547000,136750,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1
3797,2017,1,1,500000,500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3798,2016,1,1,30000,30000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3798,2017,1,2,565005,282502.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3798,2018,1,3,10000,3333.3333333333335,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3799,2018,1,2,32500,16250,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3800,2016,1,1,150000,150000,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3801,2016,1,2,20000,10000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
3802,2016,1,1,25000,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3802,2018,1,1,80000,80000,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3803,2016,1,1,100000,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3804,2017,1,1,42500,42500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3804,2018,1,1,300000,300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3805,2016,1,1,50000,50000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
3806,2016,1,1,160000,160000,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
3807,2016,1,2,27000,13500,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
3807,2017,1,1,17000,17000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3807,2018,1,1,30000,30000,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3808,2016,1,5,36900,7380,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1
3809,2016,1,6,33200,5533.333333333333,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1
3809,2017,1,1,8650,8650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3810,2016,1,1,350000,350000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
3811,2016,1,1,250000,250000,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3812,2016,1,1,3500,3500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,2018,1,1,20000,20000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3813,2016,1,1,800000,800000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3814,2016,1,6,51700,8616.666666666666,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
3814,2017,1,1,33000,33000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3815,2016,1,4,545000,136250,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1
3816,2016,1,1,1500000,1500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3818,2016,1,1,400000,400000,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
3819,2016,1,2,18000,9000,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3819,2017,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3820,2016,1,1,25000,25000,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3821,2016,1,1,15000,15000,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3822,2016,1,2,14000,7000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3822,2017,1,3,9500,3166.6666666666665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3823,2016,1,2,30000,15000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3824,2016,1,4,35000,8750,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
3824,2017,1,1,30000,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3825,2016,1,2,5000,2500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3826,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3827,2016,1,2,8000,4000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3829,2016,1,1,10000,10000,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3831,2016,1,1,12000,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3831,2017,1,1,300000,300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3832,2016,1,1,2000,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3833,2016,1,1,9000,9000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
3833,2017,1,1,25000,25000,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3834,2016,1,1,8000,8000,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3835,2016,1,5,35500,7100,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1
3835,2017,1,1,55000,55000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3837,2016,1,2,34000,17000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3838,2016,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3839,2016,1,5,28800,5760,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
3839,2018,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,2016,1,3,10500,3500,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3840,2018,1,2,28000,14000,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3842,2018,1,1,160000,160000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3843,2016,1,1,2000,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3843,2017,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3844,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,2016,1,2,1805000,902500,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
3848,2016,1,2,11000,5500,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3849,2016,1,1,5000,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3850,2017,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3851,2016,1,1,25000,25000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3851,2017,1,1,30000,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3851,2018,1,2,137000,68500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3852,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3853,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3854,2016,1,1,25000,25000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
3854,2017,1,1,18040,18040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3855,2017,1,3,159000,53000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3855,2018,1,1,15000,15000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,2016,1,3,35000,11666.666666666666,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1
3856,2017,1,1,8660,8660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3856,2018,1,1,400000,400000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3857,2016,1,2,130000,65000,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1
3857,2017,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3858,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3858,2018,1,1,25300,25300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3862,2016,1,1,4000,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,2017,1,2,44000,22000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3863,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3866,2016,1,1,10000,10000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3867,2016,1,2,1000,500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3868,2016,1,1,15000,15000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3868,2018,1,1,15000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3869,2016,1,1,100000,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3870,2016,1,2,12000,6000,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3871,2016,1,3,20000,6666.666666666667,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1
3872,2017,1,1,37000,37000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3872,2018,1,2,12000,6000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3873,2016,1,2,2000,1000,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3873,2017,1,1,5500,5500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3874,2016,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3875,2016,1,2,4500,2250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3875,2017,1,1,15000,15000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3876,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,2018,1,1,12000,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3877,2018,1,1,10600,10600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3878,2017,1,1,60000,60000,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0
3879,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3880,2016,1,1,20000,20000,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3880,2017,1,1,10000,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,2018,1,1,70000,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3881,2017,1,1,2800,2800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3883,2017,1,1,4000,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3883,2018,1,1,17500,17500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3884,2016,1,1,20000,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3884,2018,1,1,28500,28500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3885,2016,1,1,20000,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3886,2016,1,2,55500,27750,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
3886,2017,1,1,45000,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3886,2018,1,1,100000,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3888,2016,1,1,100,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3889,2016,1,1,30000,30000,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3890,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,2016,1,2,525000,262500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
