hhid,year,any_shock,n_shocks,total_loss_rs,mean_loss_per_shock_rs,health_shock_any,death_shock_any,natural_disaster_shock_any,agricultural_shock_any,economic_shock_any,other_shock_any,any_coping_reported,cope_self_insurance_any,cope_credit_or_asset_any,cope_external_support_any,cope_savings_any,cope_borrow_any,cope_sell_assets_any,cope_family_community_any,cope_public_private_aid_any,cope_migration_remittance_any,main_coping_savings_consumption,main_coping_borrow,main_coping_sell_assets,main_coping_external_support,severe_loss_any,multiple_shocks
170,2016,1,1,30000,30000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,2016,1,3,9000,3000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
171,2017,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,2016,1,2,14500,7250,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
173,2016,1,3,90000,30000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
174,2016,1,3,28000,9333.333333333334,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1
174,2017,1,1,10000,10000,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
175,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
175,2017,1,1,8000,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2016,1,1,30000,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
178,2018,1,2,33000,16500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
179,2016,1,2,925000,462500,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1
180,2016,1,1,2500,2500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2017,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,2016,1,3,651150,217050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
181,2017,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,2018,1,1,60000,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
183,2016,1,3,9500,3166.6666666666665,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
183,2017,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
184,2016,1,1,8000,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2018,1,1,200000,200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
185,2016,1,1,150000,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
186,2016,1,1,28000,28000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
186,2018,1,1,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,2016,1,1,5000,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2017,1,1,8000,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,2018,1,2,125000,62500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
188,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
189,2016,1,2,140000,70000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
190,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2018,1,1,3500,3500,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
191,2016,1,1,20000,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,2016,1,1,35000,35000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
192,2017,1,1,66000,66000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
193,2016,1,3,17500,5833.333333333333,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
194,2017,1,2,59100,29550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
194,2018,1,1,130000,130000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
195,2016,1,1,2000,2000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,2017,1,1,5600,5600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196,2016,1,1,8000,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196,2017,1,1,25000,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2016,1,1,5000,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2017,1,2,42700,21350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
201,2016,1,2,40000,20000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
201,2018,1,1,150000,150000,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0
202,2016,1,1,30000,30000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
202,2018,1,1,12000,12000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,2016,1,1,700,700,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
204,2016,1,2,220000,110000,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1
205,2016,1,1,20000,20000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,2016,1,6,54000,9000,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
206,2017,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2016,1,1,50000,50000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
208,2017,1,1,400000,400000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
209,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
209,2017,1,2,29000,14500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
210,2016,1,7,37050,5292.857142857143,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1
210,2018,1,1,400000,400000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
211,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
213,2016,1,1,20000,20000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
213,2018,1,1,16000,16000,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
214,2016,1,5,25200,5040,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
214,2017,1,1,19550,19550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
215,2016,1,2,200000,100000,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1
216,2017,1,1,4000,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,2016,1,1,35000,35000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
218,2016,1,4,63000,15750,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
219,2016,1,2,45000,22500,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1
220,2016,1,1,4600,4600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,2018,1,1,50000,50000,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
221,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
222,2016,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,2017,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2016,1,1,100000,100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
224,2016,1,1,16000,16000,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
224,2017,1,1,40000,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
226,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2016,1,2,375000,187500,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
227,2018,1,1,40000,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
228,2016,1,1,8500,8500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2017,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,2016,1,1,500000,500000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
230,2016,1,2,15000,7500,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
230,2018,1,1,15000,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,2016,1,3,50000,16666.666666666668,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
232,2016,1,1,200000,200000,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
232,2018,1,1,2500,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2016,1,1,60000,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,2016,1,1,600,600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2017,1,1,25000,25000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,2016,1,1,5000,5000,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
236,2016,1,1,450000,450000,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0
239,2016,1,4,27000,6750,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
240,2017,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241,2016,1,1,9700,9700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241,2017,1,2,34715,17357.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
241,2018,1,1,2000,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2016,1,3,40000,13333.333333333334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
243,2016,1,1,400000,400000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
244,2016,1,2,18000,9000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
245,2016,1,1,8000,8000,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
246,2016,1,1,4000,4000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
246,2017,1,1,26000,26000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
246,2018,1,1,32000,32000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
247,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2018,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
248,2016,1,1,8000,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2016,1,1,15000,15000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
250,2016,1,2,357000,178500,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
250,2017,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,2016,1,3,17000,5666.666666666667,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
252,2016,1,1,5000,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,2017,1,1,1500,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
253,2016,1,5,65500,13100,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
253,2017,1,1,5200,5200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,2017,1,1,100000,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
255,2016,1,1,250000,250000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258,2016,1,3,20000,6666.666666666667,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1
258,2017,1,1,34000,34000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
259,2016,1,1,20000,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,2018,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2016,1,3,37000,12333.333333333334,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1
260,2017,1,1,55000,55000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
261,2016,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2017,1,2,17000,8500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
262,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
263,2017,1,1,10000,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,2018,1,1,245500,245500,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
264,2016,1,1,400000,400000,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
264,2017,1,2,105000,52500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
264,2018,1,1,101000,101000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
265,2016,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
265,2017,1,1,15500,15500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266,2016,1,1,150360,150360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
266,2017,1,1,1500,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
267,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
267,2017,1,1,13000,13000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,2016,1,2,11000,5500,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
269,2016,1,1,52000,52000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
270,2016,1,2,720000,360000,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
270,2017,1,1,80000,80000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
271,2018,1,1,50000,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
273,2016,1,1,22000,22000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2017,1,1,40000,40000,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
273,2018,1,1,35000,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
274,2016,1,1,3000,3000,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
275,2017,1,2,7500,3750,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
277,2016,1,8,28200,3525,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
277,2017,1,1,8000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
278,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
279,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
280,2017,1,1,10000,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
281,2016,1,1,350000,350000,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
282,2016,1,2,20000,10000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
283,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2017,1,1,30000,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
283,2018,1,1,4000,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,2016,1,1,1200000,1200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
285,2016,1,2,1006000,503000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
286,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2016,1,1,25800,25800,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
287,2018,1,1,35000,35000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
288,2016,1,1,10000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,2017,1,1,14000,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2016,1,1,45000,45000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
291,2016,1,7,74000,10571.42857142857,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
291,2017,1,2,19000,9500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
292,2016,1,2,13500,6750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
292,2017,1,1,10000,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,2016,1,3,335000,111666.66666666667,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
294,2016,1,1,8000,8000,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
295,2018,1,1,3000,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,2016,1,1,17000,17000,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
296,2017,1,1,44000,44000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
297,2016,1,4,33500,8375,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
297,2018,1,1,60000,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
298,2016,1,1,100000,100000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
298,2017,1,1,1835,1835,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
299,2016,1,2,33000,16500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
299,2017,1,2,60700,30350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
300,2016,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
301,2016,1,5,167000,33400,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
301,2017,1,1,52420,52420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
301,2018,1,1,50000,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
302,2017,1,1,100000,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
304,2016,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
305,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
305,2018,1,1,60000,60000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
306,2016,1,1,90000,90000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
307,2016,1,2,60000,30000,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1
308,2016,1,3,17000,5666.666666666667,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1
309,2016,1,1,250000,250000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
309,2017,1,1,13000,13000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,2018,1,1,3000,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2016,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,2018,1,1,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
311,2016,1,1,150000,150000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
312,2016,1,3,150500,50166.666666666664,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1
313,2016,1,2,11000,5500,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
314,2016,1,1,200000,200000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
314,2017,1,1,18150,18150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,2018,1,1,2800,2800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2016,1,2,510000,255000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
315,2017,1,1,12100,12100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,2016,1,1,15000,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2016,1,3,55000,18333.333333333332,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
318,2018,1,2,110000,55000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
319,2016,1,3,112500,37500,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
319,2017,1,2,60000,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
320,2016,1,1,40000,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,2016,1,1,300000,300000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
321,2018,1,1,6000,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2016,1,2,510000,255000,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1
322,2018,1,1,25000,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,2016,1,2,165000,82500,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
323,2017,1,1,26000,26000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
323,2018,1,1,3000,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2016,1,1,30000,30000,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
326,2016,1,3,39000,13000,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
327,2016,1,1,50000,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
328,2017,1,2,97000,48500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
329,2016,1,4,40000,10000,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1
329,2018,1,1,55000,55000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
330,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2017,1,1,5000,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
331,2018,1,1,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2016,1,4,50000,12500,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
334,2016,1,1,45000,45000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
