hhid,year,n_enrolled,n_school_age,any_enrolled,n_private_school,n_scholarship,scholarship_amt_12m,edu_spend_tuition_12m,edu_spend_books_12m,edu_spend_uniforms_12m,edu_spend_transport_12m,edu_spend_food_lodging_12m,edu_spend_other_12m,edu_spend_total_12m,edu_spend_per_enrolled
3473,2018,2,2,1,1,1,300,13000,5000,6000,0,3000,2400,29400,14700
3474,2016,1,1,1,1,0,0,6000,1000,2000,0,400,0,9400,9400
3474,2017,1,1,1,1,0,0,8400,1500,2200,0,0,0,12100,12100
3474,2018,1,1,1,0,0,0,300,1000,500,0,550,0,2350,2350
3475,2017,3,3,1,0,0,0,350,3000,2000,0,0,0,5350,1783.3333333333333
3476,2016,1,1,1,1,0,0,14400,3000,5000,0,0,0,22400,22400
3476,2017,1,1,1,0,0,0,0,1200,800,0,0,0,2000,2000
3476,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3477,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3477,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3477,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3478,2016,2,2,1,0,0,0,400,2700,6500,0,2200,0,11800,5900
3478,2017,2,2,1,0,0,0,340,5000,5500,0,6500,2000,19340,9670
3478,2018,2,2,1,0,0,0,7700,5800,6500,0,8000,0,28000,14000
3479,2016,1,1,1,0,0,0,0,0,5000,0,7000,3000,15000,15000
3479,2017,1,1,1,0,0,0,6000,1200,1000,0,12000,2400,22600,22600
3479,2018,1,1,1,1,0,0,5400,1500,2500,0,560,0,9960,9960
3480,2016,4,4,1,4,0,0,17000,6200,14500,0,0,0,37700,9425
3480,2017,4,4,1,4,1,8000,28000,5500,7600,0,28800,0,69900,17475
3480,2018,4,4,1,0,0,0,400,5400,11500,0,10000,0,27300,6825
3481,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3481,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3481,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3482,2016,4,4,1,1,3,900,5500,500,4700,0,1900,1500,14100,3525
3482,2017,4,4,1,3,0,0,23100,6400,22900,0,0,4800,57200,14300
3482,2018,4,4,1,3,0,0,35600,7500,18000,0,7500,12000,80600,20150
3483,2016,2,2,1,0,2,800,0,0,0,0,0,0,0,0
3483,2017,2,2,1,0,0,0,1100,1900,3700,0,0,0,6700,3350
3483,2018,2,2,1,0,2,800,1200,1500,4500,0,0,0,7200,3600
3484,2016,1,1,1,0,1,0,0,500,2000,0,0,0,2500,2500
3484,2017,1,1,1,1,0,0,13800,2500,8400,0,0,0,24700,24700
3484,2018,1,1,1,1,0,0,12000,1500,4000,0,2000,0,19500,19500
3485,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3485,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3485,2018,1,1,1,0,0,0,1150,1565,1500,0,700,0,4915,4915
3486,2016,1,1,1,1,0,0,6000,1500,1500,0,0,0,9000,9000
3486,2017,1,1,1,1,0,0,9000,1500,1000,0,7200,0,18700,18700
3486,2018,2,2,1,2,0,0,18000,6000,11000,6000,8000,0,49000,24500
3487,2016,1,1,1,1,0,0,15000,3000,4500,4000,0,0,26500,26500
3487,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3487,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3488,2016,3,3,1,3,0,0,38400,5500,8000,0,0,0,51900,17300
3488,2017,3,3,1,1,0,0,20600,5700,6200,0,0,0,32500,10833.333333333334
3488,2018,1,1,1,1,0,0,4200,1500,2000,0,3000,0,10700,10700
3489,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3489,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3489,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3490,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3490,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3490,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3491,2016,2,2,1,2,0,0,50000,2500,6000,0,0,0,58500,29250
3491,2017,2,2,1,1,0,0,60000,11000,6000,0,3000,3000,83000,41500
3491,2018,1,1,1,0,0,0,5000,1200,3500,0,0,0,9700,9700
3492,2016,1,1,1,0,0,0,1500,1500,1500,0,500,0,5000,5000
3492,2017,1,1,1,0,1,450,550,1500,1200,0,0,0,3250,3250
3492,2018,1,1,1,0,1,400,1350,2500,3000,0,0,0,6850,6850
3493,2016,3,3,1,2,0,0,29000,1500,21000,1100,1500,24000,78100,26033.333333333332
3493,2017,3,3,1,1,1,400,22900,6200,11000,3600,3500,0,47200,15733.333333333334
3493,2018,3,3,1,1,0,0,10300,5000,24000,1500,13000,8500,62300,20766.666666666668
3494,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3494,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3494,2018,1,1,1,1,0,0,6000,800,1000,0,500,0,8300,8300
3495,2016,3,3,1,2,1,300,30550,9500,7300,0,0,0,47350,15783.333333333334
3495,2017,3,3,1,2,1,375,32180,9000,6900,0,0,0,48080,16026.666666666666
3495,2018,3,3,1,2,0,0,22900,3000,6500,0,3200,0,35600,11866.666666666666
3496,2016,2,2,1,2,2,800,17500,4000,5500,4800,1000,0,32800,16400
3496,2017,2,2,1,2,0,0,39000,3500,16000,0,0,0,58500,29250
3496,2018,2,2,1,0,0,0,1500,3600,5000,0,7200,2000,19300,9650
3497,2016,2,2,1,0,1,1700,500,5000,5500,0,0,2000,13000,6500
3497,2017,2,2,1,0,2,6400,800,8000,8500,0,8000,9600,34900,17450
3497,2018,2,2,1,0,1,3000,6000,3000,6000,0,2000,10000,27000,13500
3498,2016,2,2,1,0,1,240,240,1200,1600,0,0,0,3040,1520
3498,2017,2,2,1,0,2,700,130,1200,750,0,350,0,2430,1215
3498,2018,2,2,1,0,0,0,0,2200,2300,0,0,0,4500,2250
3499,2016,4,4,1,0,3,1400,700,3800,1600,0,0,0,6100,1525
3499,2017,4,4,1,0,3,2200,0,2700,2000,0,0,0,4700,1175
3499,2018,4,4,1,0,4,2800,0,3400,2700,0,0,0,6100,1525
3500,2016,1,1,1,0,1,400,0,600,3000,0,0,0,3600,3600
3500,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3500,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3501,2016,2,2,1,2,0,0,30000,5800,6500,10000,0,0,52300,26150
3501,2017,2,2,1,2,0,0,32000,4500,15000,2400,0,0,53900,26950
3501,2018,2,2,1,0,0,0,800,3500,2500,0,0,0,6800,3400
3502,2016,2,2,1,0,1,400,350,2000,1800,0,0,0,4150,2075
3502,2017,2,2,1,0,0,0,400,2000,2000,0,0,0,4400,2200
3502,2018,2,2,1,0,1,400,500,1000,2200,0,0,0,3700,1850
3503,2016,2,2,1,0,0,0,0,800,1400,0,0,0,2200,1100
3503,2017,2,2,1,1,0,0,10000,2500,4200,0,3500,0,20200,10100
3503,2018,1,1,1,0,0,0,0,1000,600,0,500,0,2100,2100
3504,2016,1,1,1,0,0,0,200,1000,1000,0,0,0,2200,2200
3504,2017,1,1,1,1,0,0,4000,800,1000,0,1000,0,6800,6800
3504,2018,1,1,1,1,0,0,3600,1200,1500,0,1000,0,7300,7300
3505,2016,2,2,1,0,2,800,0,0,0,0,0,0,0,0
3505,2017,2,2,1,0,2,800,1400,2000,2000,0,0,0,5400,2700
3505,2018,3,3,1,0,2,800,440,1600,4500,0,0,0,6540,2180
3506,2016,3,3,1,0,0,0,900,4500,6500,0,0,0,11900,3966.6666666666665
3506,2017,3,3,1,0,0,0,1200,2550,4400,0,4000,0,12150,4050
3506,2018,3,3,1,0,2,800,1050,4100,3200,0,0,0,8350,2783.3333333333335
3507,2016,3,3,1,0,0,0,900,4200,1700,0,0,0,6800,2266.6666666666665
3507,2017,3,3,1,1,0,0,8400,3500,3900,0,7200,0,23000,7666.666666666667
3507,2018,3,3,1,0,0,0,200,3000,6000,0,0,0,9200,3066.6666666666665
3508,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3508,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3508,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3510,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3510,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3510,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3511,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3511,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3511,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3512,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3512,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3512,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3513,2016,3,3,1,0,0,0,2400,4200,6500,0,1950,3000,18050,6016.666666666667
3513,2017,2,2,1,0,0,0,2625,760,3330,0,0,0,6715,3357.5
3513,2018,1,1,1,0,0,0,800,1500,500,0,500,1000,4300,4300
3514,2016,3,3,1,0,0,0,5500,2200,1200,0,0,1750,10650,3550
3514,2017,3,3,1,0,0,0,2400,3000,3000,0,0,0,8400,2800
3514,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3515,2016,2,2,1,0,1,400,0,1200,800,0,0,0,2000,1000
3515,2017,2,2,1,0,1,200,5500,3000,11000,0,22000,2000,43500,21750
3515,2018,3,3,1,0,1,400,104700,6000,12500,0,0,0,123200,41066.666666666664
3516,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3516,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3516,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3517,2016,2,2,1,0,1,400,1000,1850,3000,0,12000,0,17850,8925
3517,2017,2,2,1,0,1,400,600,7000,5500,0,10800,0,23900,11950
3517,2018,1,1,1,0,1,400,0,1000,3500,0,500,0,5000,5000
3518,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3518,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3518,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3519,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3519,2017,1,1,1,0,1,250,150,1500,5000,0,6000,0,12650,12650
3519,2018,1,1,1,0,1,400,500,800,700,0,350,0,2350,2350
3520,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3520,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3520,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3521,2016,1,1,1,1,0,0,10800,2400,1400,0,0,0,14600,14600
3521,2017,1,1,1,1,0,0,9000,2500,3000,0,7000,0,21500,21500
3521,2018,1,1,1,1,0,0,9500,2000,3000,0,3000,0,17500,17500
3522,2016,2,2,1,1,0,0,4000,3000,4000,0,0,0,11000,5500
3522,2017,2,2,1,1,1,400,4200,4000,12000,0,8000,1000,29200,14600
3522,2018,2,2,1,1,0,0,24000,3000,7500,0,2000,600,37100,18550
3523,2016,2,2,1,0,2,11000,0,0,0,0,0,0,0,0
3523,2017,2,2,1,0,2,400,800,1500,2000,0,4500,0,8800,4400
3523,2018,2,2,1,0,0,0,1100,3600,2000,0,3300,0,10000,5000
3524,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3524,2017,1,1,1,0,0,0,0,1500,1500,0,2000,0,5000,5000
3524,2018,1,1,1,0,1,400,0,1200,1800,0,0,0,3000,3000
3525,2016,2,2,1,0,0,0,0,2400,3600,0,0,0,6000,3000
3525,2017,1,1,1,0,1,400,700,1200,2000,0,0,0,3900,3900
3525,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3526,2016,1,1,1,0,0,0,3400,3000,2500,0,1500,500,10900,10900
3526,2017,1,1,1,0,1,1100,900,3000,3000,0,0,3600,10500,10500
3526,2018,1,1,1,0,1,1700,800,0,1500,0,2000,3000,7300,7300
3527,2016,4,4,1,0,2,700,0,1000,5300,0,0,0,6300,1575
3527,2017,4,4,1,2,0,0,7100,4200,5000,0,0,0,16300,4075
3527,2018,4,4,1,2,2,500,12500,7000,6500,5000,1150,0,32150,8037.5
3528,2016,3,3,1,0,1,360,2250,3700,3200,0,1500,0,10650,3550
3528,2017,3,3,1,0,0,0,2300,1750,2750,0,5000,2400,14200,4733.333333333333
3528,2018,3,3,1,0,1,400,2400,6100,6000,0,4700,0,19200,6400
3529,2016,2,2,1,0,2,800,750,3000,8000,0,0,0,11750,5875
3529,2017,2,2,1,0,0,0,1000,4500,10000,0,0,1500,17000,8500
3529,2018,2,2,1,0,2,900,0,3300,5500,0,0,0,8800,4400
3530,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3530,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3530,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3531,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3531,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3531,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3532,2016,1,1,1,1,0,0,4000,1000,500,0,300,0,5800,5800
3532,2017,2,2,1,0,0,0,300,2000,1800,0,0,0,4100,2050
3532,2018,2,2,1,0,2,800,50,1200,200,0,0,0,1450,725
3533,2016,4,4,1,2,1,450,20300,5200,21500,0,10000,6000,63000,15750
3533,2017,4,4,1,2,1,600,18500,9000,88000,0,3500,0,119000,29750
3533,2018,1,1,1,0,0,0,0,2000,400,0,0,0,2400,2400
3534,2016,1,1,1,1,0,0,15000,2500,4500,0,3000,0,25000,25000
3534,2017,1,1,1,0,1,3600,0,1500,5000,0,0,0,6500,6500
3534,2018,1,1,1,0,0,0,6500,2400,2500,0,400,1500,13300,13300
3535,2016,4,4,1,1,0,0,23000,7500,13500,0,2000,6000,52000,13000
3535,2017,3,3,1,0,0,0,13350,5100,7000,0,0,0,25450,8483.333333333334
3535,2018,2,2,1,0,0,0,15750,3500,7000,0,0,0,26250,13125
3536,2016,3,3,1,1,0,0,9200,2000,8500,0,3500,0,23200,7733.333333333333
3536,2017,3,3,1,3,0,0,43000,7000,6500,0,500,5000,62000,20666.666666666668
3536,2018,3,3,1,3,0,0,65000,5750,7000,0,0,0,77750,25916.666666666668
3537,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3537,2017,1,1,1,0,0,0,80,0,780,0,1450,0,2310,2310
3537,2018,1,1,1,0,0,0,0,1000,1500,0,500,0,3000,3000
3538,2016,2,2,1,1,0,0,44000,6500,7000,72000,0,0,129500,64750
3538,2017,2,2,1,0,0,0,70000,5000,14000,8000,6000,7000,110000,55000
3538,2018,2,2,1,0,0,0,18000,5000,7500,0,0,0,30500,15250
3539,2016,2,2,1,0,2,650,0,730,2900,0,0,3600,7230,3615
3539,2017,2,2,1,2,0,0,26400,4000,9000,0,8400,0,47800,23900
3539,2018,2,2,1,0,1,400,650,3400,1300,0,3000,0,8350,4175
3540,2018,1,1,1,1,0,0,8000,2000,5000,0,0,0,15000,15000
3541,2016,3,3,1,1,1,400,15900,6500,9500,1800,0,0,33700,11233.333333333334
3541,2017,3,3,1,3,0,0,46000,6000,5700,0,8300,0,66000,22000
3541,2018,2,2,1,2,0,0,47000,5300,4500,4800,3700,0,65300,32650
3542,2016,4,4,1,0,3,1300,0,0,2400,0,0,0,2400,600
3542,2017,4,4,1,0,3,800,540,1485,840,0,2400,850,6115,1528.75
3542,2018,4,4,1,0,0,0,800,2300,1400,0,0,0,4500,1125
3543,2016,2,2,1,0,0,0,5000,3700,4000,0,6000,0,18700,9350
3543,2017,1,1,1,0,1,1700,1800,2500,6000,0,6000,6000,22300,22300
3543,2018,1,1,1,0,0,0,1000,2000,3000,0,0,2000,8000,8000
3544,2016,3,3,1,0,2,800,400,2000,1600,0,1700,0,5700,1900
3544,2017,3,3,1,1,3,1200,2280,2400,3800,0,0,0,8480,2826.6666666666665
3544,2018,3,3,1,0,1,450,1100,2000,2700,0,0,0,5800,1933.3333333333333
3546,2016,1,1,1,0,0,0,12000,600,1500,0,1700,0,15800,15800
3546,2017,1,1,1,0,0,0,6000,1500,5500,0,0,0,13000,13000
3546,2018,1,1,1,0,0,0,9000,2000,5000,0,2500,0,18500,18500
3547,2016,1,1,1,0,1,450,375,2000,200,0,1000,0,3575,3575
3547,2017,1,1,1,0,0,0,400,1500,2500,0,4000,600,9000,9000
3547,2018,1,1,1,0,0,0,1100,2500,2500,0,5000,0,11100,11100
3548,2016,2,2,1,0,0,0,330,1500,2650,0,0,0,4480,2240
3548,2017,2,2,1,0,0,0,6400,5000,3500,0,0,1100,16000,8000
3548,2018,2,2,1,0,0,0,0,2900,9500,0,2200,2000,16600,8300
3549,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3549,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3549,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3550,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3550,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3550,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3551,2016,1,1,1,0,0,0,30000,3000,5000,0,0,0,38000,38000
3551,2017,1,1,1,1,0,0,2500,4000,5000,1500,4000,9000,26000,26000
3551,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3552,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3552,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3552,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3553,2016,2,2,1,0,0,0,1200,3500,4000,0,2000,0,10700,5350
3553,2017,2,2,1,0,0,0,800,4000,2500,0,0,0,7300,3650
3553,2018,2,2,1,0,2,900,550,7000,5000,0,5500,0,18050,9025
3554,2016,1,1,1,0,0,0,1000,2500,6000,0,500,0,10000,10000
3554,2017,1,1,1,0,0,0,6000,5000,1000,0,0,0,12000,12000
3554,2018,1,1,1,0,0,0,3000,1500,6000,0,0,0,10500,10500
3555,2016,2,2,1,0,1,400,600,1200,2200,0,0,0,4000,2000
3555,2017,1,1,1,0,1,400,900,1800,1200,0,0,0,3900,3900
3555,2018,1,1,1,0,0,0,700,1400,2500,0,0,0,4600,4600
3556,2016,4,4,1,0,1,400,500,3100,3200,0,400,0,7200,1800
3556,2017,4,4,1,0,2,800,600,8500,7200,0,4000,0,20300,5075
3556,2018,4,4,1,0,3,900,720,2490,3255,0,1000,0,7465,1866.25
3557,2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3557,2017,1,1,1,0,0,0,1200,1000,1500,0,0,3000,6700,6700
3557,2018,1,1,1,0,0,0,8000,1500,2300,0,1000,0,12800,12800
3559,2016,1,1,1,0,0,0,0,1100,3000,0,0,0,4100,4100
3559,2017,1,1,1,0,0,0,200,1000,3000,0,0,1200,5400,5400
3559,2018,2,2,1,0,0,0,3200,3000,2400,0,3900,2200,14700,7350
3560,2016,1,1,1,1,0,0,12000,2000,1000,0,1000,0,16000,16000
3560,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3560,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3561,2016,3,3,1,3,0,0,41000,5000,8500,0,0,9000,63500,21166.666666666668
3561,2017,3,3,1,3,0,0,30000,4500,11000,0,12000,0,57500,19166.666666666668
3561,2018,3,3,1,2,0,0,6000,3500,7900,0,7000,0,24400,8133.333333333333
3562,2016,1,1,1,0,0,0,800,1300,3500,0,3600,0,9200,9200
3562,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3562,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3563,2016,2,2,1,0,0,0,2850,750,1475,0,0,0,5075,2537.5
3563,2017,1,1,1,1,0,0,10000,1500,3000,0,1500,0,16000,16000
3563,2018,1,1,1,1,0,0,2000,1200,2000,0,300,0,5500,5500
3564,2016,1,1,1,0,0,0,600,850,1000,0,1500,0,3950,3950
3564,2017,2,2,1,2,0,0,11600,2800,2500,7200,1800,0,25900,12950
3564,2018,2,2,1,2,0,0,20000,4200,3700,3600,3500,0,35000,17500
3565,2016,1,1,1,0,1,400,0,6000,1800,0,0,0,7800,7800
3565,2017,1,1,1,0,1,0,360,400,1800,0,0,0,2560,2560
3565,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3566,2016,2,2,1,0,2,800,200,600,1000,0,0,0,1800,900
3566,2017,2,2,1,2,0,0,12000,3100,5300,0,0,0,20400,10200
3566,2018,3,3,1,3,0,0,12600,5900,8500,0,2700,0,29700,9900
3567,2016,3,3,1,3,0,0,34000,4500,7000,0,5000,0,50500,16833.333333333332
3567,2017,3,3,1,3,0,0,30750,7800,6500,0,15000,0,60050,20016.666666666668
3567,2018,3,3,1,3,1,15000,59000,7500,7300,0,0,0,73800,24600
3568,2016,2,2,1,0,2,800,900,3500,3500,0,0,0,7900,3950
3568,2017,2,2,1,0,0,0,700,2800,3400,0,4000,0,10900,5450
3568,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3569,2016,3,3,1,0,0,0,7100,3250,4700,0,0,3000,18050,6016.666666666667
3569,2017,2,2,1,0,0,0,6000,2200,6000,0,0,2000,16200,8100
3569,2018,1,1,1,0,0,0,2350,3500,5000,0,500,4000,15350,15350
3570,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3570,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3570,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3571,2016,5,5,1,0,0,0,0,300,4600,0,0,0,4900,980
3571,2017,6,6,1,0,0,0,1900,5100,12200,0,0,0,19200,3200
3571,2018,6,6,1,0,3,1200,1700,4900,15000,500,0,0,22100,3683.3333333333335
3572,2016,3,3,1,0,0,0,0,3950,1400,0,0,0,5350,1783.3333333333333
3572,2017,3,3,1,0,1,400,3400,3200,6500,0,0,3000,16100,5366.666666666667
3572,2018,3,3,1,0,1,400,11700,3000,11000,0,0,3500,29200,9733.333333333334
3573,2017,3,3,1,0,0,0,345,3700,2500,0,0,0,6545,2181.6666666666665
3574,2016,1,1,1,1,0,0,10800,1500,3500,0,3600,0,19400,19400
3574,2017,1,1,1,0,0,0,100,1000,3000,0,3000,0,7100,7100
3574,2018,1,1,1,0,0,0,350,2200,2800,0,1000,0,6350,6350
3575,2016,2,2,1,2,0,0,24000,6000,8000,8000,0,0,46000,23000
3575,2017,2,2,1,2,0,0,19000,4200,7000,2400,0,0,32600,16300
3575,2018,2,2,1,2,0,0,34000,4500,10500,2400,1500,0,52900,26450
3576,2016,2,2,1,2,0,0,12000,3500,5300,0,0,5500,26300,13150
3576,2017,2,2,1,2,0,0,28000,4400,9700,0,13600,6000,61700,30850
3576,2018,2,2,1,2,0,0,34000,6200,14400,0,750,0,55350,27675
3577,2016,2,2,1,0,2,900,1500,0,1700,0,0,0,3200,1600
3577,2017,1,1,1,0,0,0,900,1000,550,0,2500,0,4950,4950
3577,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3578,2016,2,2,1,0,1,400,0,2500,3500,0,0,0,6000,3000
3578,2017,2,2,1,1,1,400,8350,4200,10000,0,6500,2000,31050,15525
3578,2018,2,2,1,1,0,0,13400,3600,8500,0,2500,2500,30500,15250
3579,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3579,2017,1,1,1,0,1,400,0,1000,1000,0,3600,0,5600,5600
3579,2018,1,1,1,0,0,0,600,1500,1000,0,500,0,3600,3600
3580,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3580,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3580,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3581,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3581,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3581,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3582,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3582,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3582,2018,2,2,1,0,2,500,0,1700,1500,0,800,0,4000,2000
3583,2016,2,2,1,1,0,0,8750,4000,2950,0,2200,0,17900,8950
3583,2017,2,2,1,1,0,0,20510,4500,4000,0,0,0,29010,14505
3583,2018,2,2,1,1,0,0,6180,4700,7500,0,13000,10000,41380,20690
3584,2016,1,1,1,1,0,0,2400,800,2500,0,0,0,5700,5700
3584,2017,1,1,1,1,0,0,6000,1000,2000,0,0,0,9000,9000
3584,2018,1,1,1,1,0,0,20000,1800,1950,0,1200,0,24950,24950
3585,2016,3,3,1,2,1,300,19400,5000,21000,0,0,0,45400,15133.333333333334
3585,2017,2,2,1,0,0,0,12900,4800,5500,0,800,1500,25500,12750
3585,2018,2,2,1,0,0,0,1100,2300,3800,0,0,0,7200,3600
3586,2016,1,1,1,1,0,0,2200,2500,2000,900,1000,0,8600,8600
3586,2017,1,1,1,1,0,0,3200,1500,2500,0,300,0,7500,7500
3586,2018,1,1,1,1,0,0,1500,2000,2500,0,600,0,6600,6600
3587,2016,1,1,1,1,0,0,15000,3000,3500,4000,4000,0,29500,29500
3587,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3587,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3588,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3588,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3588,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3589,2016,4,4,1,0,0,0,7400,3200,7600,0,0,0,18200,4550
3589,2017,5,5,1,0,3,1050,21350,7000,22600,5000,20000,2000,77950,15590
3589,2018,4,4,1,0,2,800,22300,5350,8500,0,0,0,36150,9037.5
3590,2017,5,5,1,1,2,800,40100,8500,10700,0,3000,9000,71300,14260
3591,2016,1,1,1,1,0,0,7000,1400,1900,1600,1700,0,13600,13600
3591,2017,1,1,1,1,0,0,8000,1500,1700,0,4000,0,15200,15200
3591,2018,1,1,1,1,0,0,13000,2000,3200,3000,4500,0,25700,25700
3592,2016,3,3,1,0,3,1100,1800,4200,3300,0,0,0,9300,3100
3592,2017,3,3,1,0,1,250,950,4800,18000,0,15000,12000,50750,16916.666666666668
3592,2018,4,4,1,1,1,300,36550,3900,13600,0,0,0,54050,13512.5
3593,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3593,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3593,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3594,2016,1,1,1,0,0,0,0,1200,400,0,0,0,1600,1600
3594,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3594,2018,2,2,1,0,1,400,160,3200,1500,0,3200,0,8060,4030
3595,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3595,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3595,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3596,2016,1,1,1,1,0,0,8000,2500,5000,0,1000,0,16500,16500
3596,2017,1,1,1,1,0,0,7200,1500,1500,0,0,0,10200,10200
3596,2018,1,1,1,0,0,0,400,1200,1500,0,0,0,3100,3100
3597,2016,3,3,1,0,0,0,1000,3100,1200,0,0,0,5300,1766.6666666666667
3597,2017,3,3,1,0,0,0,3230,4500,2000,0,0,0,9730,3243.3333333333335
3597,2018,3,3,1,0,2,800,1500,800,1200,0,0,0,3500,1166.6666666666667
3598,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3598,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
